id,name,description,xrefs,parents
0000076,external ectoderm,The surface (external) layer of ectoderm which begins to proliferate shortly after separation from the neuroectoderm.,EHDAA2:0001968|EHDAA:1494|EHDAA:350|EHDAA:4784|EHDAA:4790|EHDAA:4796|EHDAA:7860|EMAPA:16096|FMA:87656|NCIT:C34309|UMLS:C1515087,BFO:0000050 some UBERON:0000922|BFO:0000050 some UBERON:0000924|CARO:0000000|UBERON:0000490|UBERON:0005291
0000079,male reproductive system,The organs associated with producing offspring in the gender that produces spermatozoa.,BTO:0000082|CALOHA:TS-1310|EFO:0000970|EHDAA2:0001054|EHDAA:8136|EMAPA:17968|EV:0100101|FBbt:00004927|FMA:45664|GAID:386|HAO:0000505|MA:0000396|MESH:D005837|NCIT:C12722|TGMA:0000634|UMLS:C0017422|UMLS:C1963704|VHOG:0000725|XAO:0000155,BFO:0000050 some UBERON:0003101|UBERON:0000990
0000080,mesonephros,"The second stage of the kidney. It serves as the main excretory organ of aquatic vertebrates and as a temporary embryonic kidney in higher vertebrates. It is composed of the mesonephric duct (also called the Wolffian duct), mesonephric tubules, and associated capillary tufts. A single tubule and its associated capillary tuft is called a mesonephric excretory unit; these units are similar in structure and function to nephrons of the adult kidney. The mesonephros is derived from intermediate mesoderm in the vertebrate embryo.",AAO:0010384|BTO:0001542|CALOHA:TS-0624|EFO:0000928|EHDAA2:0001130|EHDAA:1581|EHDAA:5903|EMAPA:16744|FMA:72171|GAID:1308|MESH:D001755|NCIT:C26467|TAO:0000529|UMLS:C0025492|VHOG:0000038|XAO:0000141|ZFA:0000529,RO:0002202 some UBERON:0002120|UBERON:0002113|UBERON:0004120
0000081,metanephros,"In mammals, the metanephros is the excretory organ of the fetus, which develops into the mature kidney and is formed from the rear portion of the nephrogenic cord. The metanephros is an endocrine and metabolic organ that filters the blood and excretes the end products of body metabolism in the form of urine[GO].",BTO:0001543|EHDAA2:0001137|EHDAA:3089|EHDAA:5911|EMAPA:17373|EMAPA_RETIRED:17207|FMA:72172|NCIT:C34209|UMLS:C0231049|VHOG:0000039,RO:0002202 some UBERON:0003220|RO:0002202 some UBERON:0005080|RO:0002202 some UBERON:0005753|RO:0002285 some UBERON:0000080|RO:0002492 some UBERON:0000066|UBERON:0002113|UBERON:0004120
0000082,adult mammalian kidney,A kidney at the most advanced stage of development in a mammal.,BTO:0000671|CALOHA:TS-0510|EFO:0000929|EV:0100096|FMA:7203|GAID:423|MA:0000368|MAT:0000119|MESH:D007668|MIAA:0000119|NCIT:C12415|galen:Kidney,RO:0002202 some UBERON:0000081|UBERON:0002113|UBERON:0004120
0000083,mesonephric tubule,A mesonephric tubule is an epithelial tube that is part of the mesonephros[GO]. Genital ridge that is next to the mesonephros[WP].,AAO:0010389|EHDAA2:0001134|EMAPA:16747|VHOG:0000500|XAO:0000148,BFO:0000050 some UBERON:0000080|UBERON:0003914|UBERON:0005103|UBERON:0006555
0000084,ureteric bud,An epithelial swelling on the Wolffian duct that elongates to invade the adjacent metanephric mesenchyme[MP].,BTO:0001646|EHDAA2:0002140|EHDAA:3091|EHDAA:5917|EMAPA:17209|NCIT:C34207|UMLS:C1284058|VHOG:0000541,BFO:0000050 some UBERON:0003074|CARO:0000003|RO:0002202 some UBERON:0003074|RO:0002256 some UBERON:0003220|UBERON:0000083|UBERON:0007499|UBERON:0034969
0000085,morula,A spherical embryonic mass of blastomeres formed before the blastula and resulting from cleavage of the fertilized ovum.,BTO:0001508|EHDAA2:0000005|FMA:292334|GAID:1295|MESH:D009028|NCIT:C34212|UMLS:C0026573,BFO:0000050 some UBERON:0004716|BFO:0000051 some CL:0000353|CARO:0000000|RO:0002219 some UBERON:0000086|RO:0002488 some UBERON:0000107|RO:0002492 some UBERON:0000107|UBERON:0000922
0000086,zona pellucida,"A glycoprotein membrane surrounding the plasma membrane of an oocyte. It is a vital constitutive part of the latter, external but not extraneous to it. The zona pellucida first appears in multilaminar primary oocytes.",BTO:0003135|EHDAA2:0002220|EHDAA:31|EHDAA:62|EMAPA:16035|FMA:18674|GAID:410|MA:0001715|MESH:D015044|NCIT:C33896|TAO:0001111|UMLS:C0043519|VHOG:0000720|ZFA:0001111,BFO:0000050 some CL:0000023|BFO:0000050 some UBERON:0000992|BFO:0000051 some CHEBI:17089|CARO:0000000|RO:0002007 some CL:0000023|UBERON:0000476
0000087,inner cell mass,A mass of cells that develop into the body of the embryo and some extraembryonic tissues.,EFO:0000547|EHDAA2:0000830|EHDAA:40|EMAPA:16041|FMA:86557|NCIT:C13740|UMLS:C1283994|VHOG:0000742,BFO:0000050 some UBERON:0000922|CARO:0000000|RO:0002202 some UBERON:0000085|RO:0002202 some UBERON:0000358|RO:0002219 some UBERON:0000088|UBERON:0002050
0000088,trophoblast,The mesectodermal cell layer arising from the trophectoderm that erodes the uterine mucosa and contributes to the formation of the placenta.,BTO:0001079|CALOHA:TS-1070|EV:0100120|FMA:83029|GAID:1152|MESH:D014327|NCIT:C93292|UMLS:C0041178,BFO:0000050 some UBERON:0000358|CARO:0000000|RO:0002202 some UBERON:0004345|RO:0002473 some CL:0000351|UBERON:0002050
0000090,blastocele,Fluid-filled central region of a blastocyst.,AAO:0010433|EHDAA2:0000175|EHDAA:50|EMAPA:16044|FMA:293131|VHOG:0000811|XAO:0000294,RO:0002219 some UBERON:0002532|UBERON:0002553
0000091,bilaminar disc,"A flattened, almost circular bilaminar plate of cells formed when the inner cell mass (aka embryoblast) forms two epithelial layers, each of a distinct lineage, separated by an extracellular basement membrane: the external (dorsal) layer is called the epiblast and the internal (ventral) layer is called the hypoblast (aka primitive endoderm); together, they compose the bilaminar embryonic disc.",FMA:293863|NCIT:C34112|UMLS:C1283997,CARO:0000000|RO:0002202 some UBERON:0000087|UBERON:0002050
0000092,post-embryonic stage,"Stage succeeding embryo, including mature structure.",BilaDO:0000003|OGES:000010|OGES:000014|OGES:000024|WBls:0000022|WBls:0000093|WBls:0000103,BFO:0000050 some GO:0009791|BFO:0000050 some UBERON:0000104|BFO:0000062 some UBERON:0000068|RO:0002082 some GO:0009791|UBERON:0000105
0000094,membrane organ,"Nonparenchymatous organ that primarily consists of dense connective tissue organized into a sheet which interconnects two or more organs, separates two or more body spaces from one another, or surrounds an organ or body part. Examples: interosseous membrane of forearm, obturator membrane, tympanic membrane, fibrous pericardium, fascia lata, dura mater. [FMA].",FMA:7145,RO:0002473 some UBERON:0011823|UBERON:0000062
0000095,cardiac neural crest,"Portion of neural crest that develops from the dorsal neural tube. It overlaps the vagal neural crest and migrates to populate the pharyngeal arches 3, 4 and 6 (producing structures in the head) and to the heart, forming connective tissue that separates the great vessels of the heart. [Wikipedia].",TAO:0002173|XAO:0004190|ZFA:0001648,BFO:0000050 some UBERON:0002342|RO:0002131 some UBERON:0005428|UBERON:0004121|UBERON:0005291
0000100,blastopore,The orifice of invagination of the endomesodermal cells during the embryonic stages of an organism.,AAO:0000045|BTO:0001695|XAO:0000208,BFO:0000050 some UBERON:0004735|CARO:0000000|UBERON:0002050
0000101,lobe of lung,A lung lobe is one of the rounded projections that compose the lung[GO].,EMAPA:36281|FMA:7311|MA:0003098|NCIT:C34021|UMLS:C0225752|galen:LobeOfLung,BFO:0000050 some UBERON:0002048|RO:0002433 some UBERON:0002048|UBERON:0004119|UBERON:0009912
0000102,lung vasculature,The lung vasculature is composed of the tubule structures that carry blood or lymph in the lungs[GO].,FMA:73750,BFO:0000050 some UBERON:0002048|CARO:0000000|UBERON:0002201|UBERON:0006876
0000104,life cycle,"An entire span of an organism's life. In metazoans, commences with the zygote stage and ends with the death of the organism.",FBdv:00000000|HsapDv:0000001|MmusDv:0000001|OGES:000011|ncithesaurus:Life,BFO:0000051 some UBERON:0000105|RO:0002230 some UBERON:0000071|UBERON:0000000
0000105,life cycle stage,A spatiotemporal region encompassing some part of the life cycle of an organism.,BILS:0000105|EFO:0000399|FBdv:00007012|FMA:24120|HsapDv:0000000|MESH:D008018|MmusDv:0000000|OlatDv:0000010|PdumDv:0000090|WBls:0000002|XAO:1000000|ZFS:0000000|ZFS:0100000|ncithesaurus:Developmental_Stage,BFO:0000050 some UBERON:0000104|UBERON:0000000
0000106,zygote stage,A stage at which the organism is a single cell produced by means of sexual reproduction.,BILS:0000106|BilaDO:0000005|EFO:0001322|EHDAA:27|FBdv:00005288|NCIT:C12601|PdumDv:0000100|VHOG:0000745|XAO:1000001|ZFS:0000001,BFO:0000050 some UBERON:0000068|RO:0002223 some UBERON:0000104|UBERON:0000105
0000107,cleavage stage,"The first few specialized divisions of an activated animal egg; Stage consisting of division of cells in the early embryo. The zygotes of many species undergo rapid cell cycles with no significant growth, producing a cluster of cells the same size as the original zygote. The different cells derived from cleavage are called blastomeres and form a compact mass called the morula. Cleavage ends with the formation of the blastula.",BILS:0000107|BilaDO:0000006|EFO:0001290|FBdv:00000054|MESH:D002970|MmusDv:0000004|OGES:000015|OGES:000020|PdumDv:0000200|XAO:1000004|ZFS:0000046,BFO:0000050 some GO:0040016|BFO:0000050 some UBERON:0000068|RO:0002082 some GO:0040016|RO:0002087 some UBERON:0000106|UBERON:0000105
0000108,blastula stage,An early stage of embryonic development in animals. It is produced by cleavage of a fertilized ovum and consists of a spherical layer of around 128 cells surrounding a central fluid-filled cavity called the blastocoel. The blastula follows the morula and precedes the gastrula in the developmental sequence.,BILS:0000108|BilaDO:0000007|EFO:0001282|HsapDv:0000006|MmusDv:0000007|OGES:000003|OGES:000016|OGES:000021|WBls:0000005|XAO:1000003|ZFS:0000045,BFO:0000050 some UBERON:0000068|BFO:0000062 some UBERON:0000107|UBERON:0000105
0000109,gastrula stage,"A stage defined by complex and coordinated series of cellular movements that occurs at the end of cleavage during embryonic development of most animals. The details of gastrulation vary from species to species, but usually result in the formation of the three primary germ layers, ectoderm, mesoderm and endoderm.",BILS:0000109|BilaDO:0000008|EFO:0001296|FBdv:00005317|HsapDv:0000010|MmusDv:0000013|OGES:000004|OGES:000019|WBls:0000010|XAO:1000005|ZFS:0000047,BFO:0000050 some GO:0007369|BFO:0000050 some UBERON:0000068|BFO:0000062 some UBERON:0000108|RO:0002082 some GO:0007369|RO:0002160 some NCBITaxon:6072|UBERON:0000105
0000110,neurula stage,Staged defined by the formation of a tube from the flat layer of ectodermal cells known as the neural plate. This will give rise to the central nervous system.,BILS:0000110|BilaDO:0000009|HsapDv:0000012|MmusDv:0000017|XAO:1000006,BFO:0000050 some GO:0001841|BFO:0000050 some UBERON:0000068|BFO:0000062 some UBERON:0000109|RO:0002082 some GO:0001841|RO:0002160 some NCBITaxon:6072|UBERON:0000105
0000111,organogenesis stage,"A stage at which the ectoderm, endoderm, and mesoderm develop into the internal organs of the organism.",BILS:0000111|BilaDO:0000010|HsapDv:0000015|MmusDv:0000018|OGES:000005|OGES:000032,BFO:0000050 some GO:0048513|BFO:0000050 some UBERON:0000068|BFO:0000062 some UBERON:0000110|RO:0002082 some GO:0048513|RO:0002160 some NCBITaxon:6072|UBERON:0000105
0000113,post-juvenile adult stage,The stage of being a sexually mature adult animal.,BILS:0000113|EV:0300064|EV:0300070|MIAA:0000403|MmusDv:0000110|OGES:000026|OGES:000027|XAO:1000093|ZFS:0000044,BFO:0000050 some UBERON:0000066|BFO:0000062 some UBERON:0000112|UBERON:0000105
0000114,lung connective tissue,"The connective tissue located between the respiratory (airway and alveolar) epithelium, the capillary endothelium and pleural mesothelium; it contains basement membrane composed of collagen, elastin, proteoglycans, and fibronectin.",EMAPA:35521|FMA:27533|MA:0001782,BFO:0000050 some UBERON:0002048|RO:0002202 some UBERON:0004883|RO:0002433 some UBERON:0002048|RO:0002494 some UBERON:0004883|UBERON:0000077|UBERON:0003580|UBERON:0003837
0000115,lung epithelium,The epithelial layer of the lung.,BTO:0001653|EMAPA:32860|MA:0001783,BFO:0000050 some UBERON:0002048|RO:0002202 some UBERON:0001041|RO:0002433 some UBERON:0002048|UBERON:0004815
0000117,respiratory tube,"A tube in the respiratory system. Examples: bronchus, bronchiole, trachea.",EMAPA:37946|FMA:12224,BFO:0000050 some UBERON:0000065|BFO:0000051 some UBERON:0000483|UBERON:0000025|UBERON:0004119
0000118,lung bud,Structure derived from foregut that becomes a lung[GO].,BTO:0001643|EHDAA2:0004089|NCIT:C34260|NCIT:C34282|UMLS:C1514420|UMLS:C1514897,RO:0002202 some UBERON:0005597|RO:0002202 some UBERON:0008947|RO:0002220 some UBERON:0004872|UBERON:0005153|UBERON:0005911
0000119,cell layer,"Portion of tissue, that consists of single layer of cells connected to each other by cell junctions. Examples: layer of glial cells; epithelium.",NCIT:C66831,RO:0000086 some PATO:0002124|UBERON:0000957
0000120,blood brain barrier,"Cell layer consisting of lining cells that separates the central nervous system and the bloodstream. The BBB may consist of endothelial cells or glial cells. An endothelial barrier may have arisen independently several times during evolution. In bichir and lungfish the barrier is formed by brain endothelial cells, while in sturgeon it is formed by a complex perivascular glial sheath, but with no detectable tight junctions.",MESH:D001812|NCIT:C13194|UMLS:C0005854,BFO:0000050 some UBERON:0001016|CARO:0000000|RO:0002220 some UBERON:0000179|RO:0002220 some UBERON:0000955|UBERON:0000119
0000121,perineurium,"A layer of thin, concentrically arranged cells with interspersed collagen that lies within the epineurium. (Nolte, J., The Human Brain 3rd edition).",BTO:0003153|EMAPA:37849|FMA:52585|NCIT:C33302|NCIT:C41407|NLXANAT:090205|UMLS:C0205890,BFO:0000050 some UBERON:0001016|BFO:0000050 some UBERON:0001019|BFO:0000051 some GO:0005581|CARO:0000000|RO:0001025 some UBERON:0000124|RO:0002007 some UBERON:0001019|UBERON:0011822
0000122,neuron projection bundle,"A fasciculated bundle of neuron projections (GO:0043005), largely or completely lacking synapses.",CARO:0001001|FBbt:00005099|NLX:147821,BFO:0000050 some UBERON:0001016|BFO:0000051 some GO:0043005|CARO:0000000|UBERON:0005162
0000123,endoneurium,"The loose connective tissue within the perineurium that continues into nerve fascicles and surrounds individual fibers. (Nolte, J. The Human Brain 3rd edition).",EMAPA:37847|FMA:52586|NCIT:C32518|NLXANAT:090202|UMLS:C0205888,BFO:0000050 some UBERON:0000010|BFO:0000050 some UBERON:0006134|CARO:0000000|RO:0001025 some UBERON:0000121|RO:0002007 some UBERON:0006134|RO:0002221 some GO:0043209|UBERON:0006804
0000124,epineurium,"A loose connective tissue sheath surrounding each peripheral nerve. Composed mainly of colagen and fibroblasts, it forms a substantial covering over nerve trunks, then thins to an incomplete layer around smaller branches near their terminations. The epineurium is continuous centrally with the dura. Peripherally, it usually ends near the termination of a nerve fiber, but it may continue as the capsule of Meissner corpuscles and a few other encapsulated endings. Nolte, J. The Human Brain 3rd edition.",BTO:0003154|EMAPA:37848|FMA:12234|NCIT:C32528|NLXANAT:090203|UMLS:C0205889,BFO:0000050 some UBERON:0000010|CARO:0000000|RO:0002221 some UBERON:0001021|UBERON:0011822
0000125,neural nucleus,"A spatially aggregated collection of nerve cell bodies in the CNS, consisting of one or more subpopulations that share cell type, chemical phenotype, and connections, and including nearby cells that share the same cell type, chemical phenotype, and connections. (CUMBO).",AEO:0000136|FMA:83686|NCIT:C13197|NLX:28443,BFO:0000050 some UBERON:0001017|RO:0002160 some NCBITaxon:7711|RO:0002473 some UBERON:0002020|UBERON:0011215
0000126,cranial nerve nucleus,Nucleus that receives projections from or contains neurons that send projections through one of the cranial nerves.,EMAPA:37066|FMA:54501|NLX:28532,BFO:0000050 some RO:0002577|UBERON:0002308|obo:uberon/core#extends_fibers_into some UBERON:0001785
0000127,facial nucleus,The group of motor neurons residing in the pons that innervate the muscles of facial expression.,BAMS:7|BAMS:7N|BAMS:VII|BM:Pons-VII|DHBA:12420|EHDAA2:0004638|EMAPA:35338|EV:0100267|FMA:54572|MA:0001014|MESH:D065828|NCIT:C12898|UMLS:C0228740|VHOG:0001412,BFO:0000050 some UBERON:0000988|RO:0002202 some UBERON:0010123|RO:0002433 some UBERON:0000988|RO:0002495 some UBERON:0010123|UBERON:0000126|UBERON:0006331|UBERON:0009662|obo:uberon/core#extends_fibers_into some UBERON:0001647
0000128,olivary body,"Prominent oval structure in the medulla oblongata, present in pairs, the lower portion of the brainstem. They contain the olivary nuclei.",BTO:0002299,BFO:0000050 some UBERON:0001896|UBERON:0004121|UBERON:0010000|UBERON:0010314
0000130,transverse foramen,"Foramen that pierces the transverse processes of the seven cervical vertebrae. In the upper six vertebrae, the foramen gives passage to the vertebral artery, vertebral vein, and a plexus of sympathetic nerves. The seventh foramen lacks the artery, but contains the vein and sympathetic nerves.",EMAPA:36272|FMA:23997,BFO:0000050 some UBERON:0001077|BFO:0000050 some UBERON:0002413|CARO:0000000|UBERON:0004111|UBERON:0005744|obo:uberon/core#conduit_for some UBERON:0001588|obo:uberon/core#conduit_for some UBERON:0012373
0000144,trochlea of humerus,"The medial portion of the articular surface of the humerus is named the trochlea, and presents a deep depression between two well-marked borders; it is convex from before backward, concave from side to side, and occupies the anterior, lower, and posterior parts of the extremity. It is directly inferior to the most prominent anterior humeral fossia, the Coronoid fossia. It articulates with the ulna.",FMA:23370,BFO:0000050 some UBERON:0004404|UBERON:0004120|UBERON:0005055|UBERON:0005913
0000151,pectoral fin,Paired fin that is located in the thoracic region of the body.,BTO:0004653|TAO:0001161|VSAO:0000147|ZFA:0001161,BFO:0000050 some UBERON:0010708|RO:0002202 some UBERON:0005419|RO:0002551 some UBERON:0010710|UBERON:0002534|UBERON:0004710
